iter	Logloss
239	0.3456105259
240	0.3451245237
241	0.344861202
242	0.34465146
243	0.3442719707
244	0.3438526074
245	0.3436328322
246	0.3432223935
247	0.342959954
248	0.3426429888
249	0.3423956134
250	0.3421797686
251	0.341690588
252	0.3414637929
253	0.341260924
254	0.3410823529
255	0.3407958301
256	0.3405670872
257	0.3402463652
258	0.3400065137
259	0.3397861781
260	0.3394869912
261	0.339233763
262	0.3389389182
263	0.338744178
264	0.3384634541
265	0.3382530285
266	0.3379724556
267	0.3376695601
268	0.3373680703
269	0.3370891718
270	0.3368028304
271	0.3365133815
272	0.3363311298
273	0.3361621813
274	0.3357570294
275	0.3356066783
276	0.3351254295
277	0.334974954
278	0.3347807283
279	0.3344037509
280	0.3342168267
281	0.3340177604
282	0.3338646613
283	0.3335561394
284	0.3333602955
285	0.3331656762
286	0.3329392271
287	0.3327655942
288	0.3325831605
289	0.3323813757
290	0.3322339561
291	0.3319857241
292	0.331811179
293	0.3314818013
294	0.3311749451
295	0.3308735374
296	0.330659482
297	0.3303403165
298	0.3302257461
299	0.3300072102
300	0.3297090957
301	0.3295095303
302	0.3292478305
303	0.3290192128
304	0.3288225584
305	0.3284319713
306	0.3282550204
307	0.3281276421
308	0.327785346
309	0.327701176
310	0.3272581964
311	0.3270136035
312	0.3267644906
313	0.3265546005
314	0.3263597401
315	0.3261577352
316	0.3259944929
317	0.3258462537
318	0.3256670024
319	0.3254814139
320	0.3253131335
321	0.3251019174
322	0.324924636
323	0.3246885406
324	0.3244743944
325	0.3242886212
326	0.3239385354
327	0.3236018685
328	0.3233827152
329	0.3230776091
330	0.3228730932
331	0.3226492241
332	0.3224491961
333	0.3222543137
334	0.3220909068
335	0.3219250764
336	0.3218086942
337	0.3215938064
338	0.3214091711
339	0.3211556054
340	0.3209474485
341	0.3207513288
342	0.3206297872
343	0.3202635296
344	0.3200787449
345	0.3199332726
346	0.3195520269
347	0.3193312192
348	0.3190616153
349	0.3189561737
350	0.3187094458
351	0.3185540728
352	0.3184175858
353	0.3182647628
354	0.3180177118
355	0.3178325832
356	0.3175401525
357	0.3173863001
358	0.3171099508
359	0.3169317162
360	0.3166497166
361	0.316378528
362	0.316175285
363	0.3160756827
364	0.3159561744
365	0.3158344586
366	0.315723683
367	0.3154828695
368	0.3152732088
369	0.3150336459
370	0.3149103176
371	0.3147122871
372	0.3144414856
373	0.3142665466
374	0.3141210321
375	0.3139065538
376	0.3137115395
377	0.3135129252
378	0.3132636031
379	0.3130501375
380	0.3129677617
381	0.3128053198
382	0.3126172031
383	0.3123699607
384	0.3121799613
385	0.3120257816
386	0.311752958
387	0.3116118987
388	0.3113009098
389	0.3110869228
390	0.3107539527
391	0.3105490636
392	0.3102673388
393	0.3100447555
394	0.3098288081
395	0.3096875479
396	0.3094886316
397	0.309327842
398	0.3091415502
399	0.3087926797
400	0.3086074263
401	0.3083849925
402	0.3082803251
403	0.3081897294
404	0.3080388878
405	0.3079251944
406	0.3078467656
407	0.3077206396
408	0.3076077305
409	0.3073424899
410	0.3069899991
411	0.3068578864
412	0.3066475682
413	0.3065145263
414	0.3062432987
415	0.306011196
416	0.3058980992
417	0.3057542187
418	0.3056581248
419	0.305466512
420	0.3052657802
421	0.3050750405
422	0.3050168669
423	0.3048455433
424	0.3046154087
425	0.3044017294
426	0.3042237819
427	0.3039431905
428	0.303782357
429	0.3036394738
430	0.3034459699
431	0.3032391437
432	0.3030959913
433	0.3029429983
434	0.3027266159
435	0.302440333
436	0.3022388839
437	0.3021145477
438	0.3018094342
439	0.3016544813
440	0.3012794349
441	0.3010932191
442	0.3009773912
443	0.3007782625
444	0.3004582652
445	0.3002072011
446	0.3000128755
447	0.2996703246
448	0.2993362013
449	0.2992328434
450	0.29906175
451	0.2988628392
452	0.2987703411
453	0.2986078645
454	0.2985060179
455	0.2982360702
456	0.2981416391
457	0.2979353081
458	0.2977252125
459	0.2973653598
460	0.2971876471
461	0.2970436236
462	0.2969092789
463	0.2967200748
464	0.2964533242
465	0.2962434923
466	0.296104047
467	0.2959183909
468	0.2955958334
469	0.2953650114
470	0.2951668546
471	0.2950835802
472	0.2949569581
473	0.294734619
474	0.2945075446
475	0.2943739825
476	0.294226403
477	0.293881131
478	0.2936974438
479	0.2934570979
480	0.2931814924
481	0.2930907235
482	0.293003025
483	0.2928950789
484	0.2927534062
485	0.2926627515
486	0.2924009731
487	0.2922263604
488	0.2919412588
489	0.2917449241
490	0.2914512633
491	0.2913064699
492	0.2912025624
493	0.290959617
494	0.2907909622
495	0.2905810133
496	0.2904338416
497	0.2902394262
498	0.2901267587
499	0.2899508196
500	0.2898447392
501	0.2896829488
502	0.2893959567
503	0.2891297893
504	0.2889473186
505	0.2886393202
506	0.2883910048
507	0.2882067243
508	0.2879959573
509	0.2878164669
510	0.287582057
511	0.2873543398
512	0.2871756657
513	0.2869856789
514	0.2868817075
515	0.286699148
516	0.2866077056
517	0.2864220094
518	0.2861424543
519	0.2860601083
520	0.285786393
521	0.2854727228
522	0.2853582477
523	0.2849994876
524	0.2849070762
525	0.2848212717
526	0.2847195281
527	0.2846001717
528	0.2845177231
529	0.2844187109
530	0.2841960487
531	0.2841047211
532	0.2840009751
533	0.2837542955
534	0.2833840625
535	0.2833009063
536	0.2830556842
537	0.2829799174
538	0.2827987739
539	0.2826216292
540	0.2825420883
541	0.2824342371
542	0.2822157401
543	0.282119752
544	0.2818712977
545	0.2817849326
546	0.2816253187
547	0.281298158
548	0.2811555502
549	0.2808877055
550	0.2808023883
551	0.2807003039
552	0.2805994589
553	0.2803135227
554	0.2801938695
555	0.2799439038
556	0.2797295327
557	0.2794558231
558	0.2793583103
559	0.2790242813
560	0.2787868323
561	0.2785110344
562	0.2783032933
563	0.278218792
564	0.2779334958
565	0.2776945668
566	0.2773378259
567	0.2772471875
568	0.2769810927
569	0.2767582947
570	0.2766761694
571	0.276602106
572	0.2765253681
573	0.2764486024
574	0.2762224911
575	0.2760634613
576	0.2758514227
577	0.2757766024
578	0.2755517134
579	0.27535152
580	0.275164728
581	0.2749752895
582	0.2748899993
583	0.274628543
584	0.2745584411
585	0.2743230958
586	0.2740374267
587	0.2739614766
588	0.2737176692
589	0.2734804113
590	0.2733999122
591	0.2732230539
592	0.2730614373
593	0.2729658488
594	0.2727417336
595	0.2726736363
596	0.2726212849
597	0.2724277428
598	0.2723597827
599	0.2722820965
600	0.2720294714
601	0.2717937356
602	0.2715554704
603	0.2713085107
604	0.2712463626
605	0.2711749036
606	0.2709170465
607	0.2707113471
608	0.270521433
609	0.2704528118
610	0.2702342175
611	0.2701637911
612	0.269955558
613	0.269881142
614	0.2696761828
615	0.2696200947
616	0.2693658899
617	0.2691406059
618	0.2688509474
619	0.2686071076
620	0.2685524045
621	0.268499023
622	0.2684322481
623	0.2682944316
624	0.2681372236
625	0.2680764781
626	0.2680171395
627	0.2677966025
628	0.2677373716
629	0.2675995665
630	0.2673579713
631	0.2671079562
632	0.2670552544
633	0.2669261522
634	0.2668428324
635	0.2666472366
636	0.2665967066
637	0.2663717259
638	0.2661382028
639	0.2659217209
640	0.2656687988
641	0.2655115257
642	0.2654505775
643	0.2653925976
644	0.2651005173
645	0.2648584211
646	0.2647025118
647	0.2646501602
648	0.2644508759
649	0.2643008969
650	0.2641384485
651	0.2640878284
652	0.2638584343
653	0.2636274212
654	0.263430287
655	0.2630756221
656	0.2628583043
657	0.2628114152
658	0.2625162928
659	0.2623425984
660	0.2621418427
661	0.2620714622
662	0.2620059393
663	0.2618136503
664	0.2617641509
665	0.2615804707
666	0.2614014769
667	0.2613408363
668	0.2611243941
669	0.2609631597
670	0.2607475279
671	0.2606968591
672	0.2605363498
673	0.2602379671
674	0.2599449036
675	0.2598948885
676	0.2598475753
677	0.2595563416
678	0.2593527872
679	0.2591365299
680	0.2590799159
681	0.2590210133
682	0.2588880317
683	0.2586542258
684	0.2585106367
685	0.2582889924
686	0.2582246375
687	0.2581773681
688	0.2581307658
689	0.2579016169
690	0.2577493416
691	0.2575959916
692	0.2574447919
693	0.2572267587
694	0.2569705776
695	0.2569218447
696	0.2566606128
697	0.2564963176
698	0.2562990605
699	0.2561265055
700	0.2560694143
701	0.2558868203
702	0.2557422927
703	0.2556979773
704	0.2556515314
705	0.255455829
706	0.2554079774
707	0.2551898209
708	0.2550023773
709	0.2549590853
710	0.2549164279
711	0.2547206282
712	0.2544848372
713	0.2542888308
714	0.2540968882
715	0.2539092317
716	0.2536737992
717	0.253616056
718	0.2533733972
719	0.2531063158
720	0.2528928299
721	0.2527291176
722	0.2526864145
723	0.2526290564
724	0.2524851397
725	0.2524281437
726	0.2521808492
727	0.2519815075
728	0.2518500978
729	0.2517593748
730	0.2516446607
731	0.251358854
732	0.2513070803
733	0.2510801195
734	0.2510375562
735	0.250899592
736	0.2508393355
737	0.2507838381
738	0.2505182385
739	0.2503738216
740	0.2501649885
741	0.2500229985
742	0.2498038329
743	0.249609943
744	0.249330964
745	0.2491970766
746	0.2490869627
747	0.2490450976
748	0.248888913
749	0.2487448834
750	0.2487011595
751	0.2485513038
752	0.2485095559
753	0.248465888
754	0.2483818138
755	0.2481962132
756	0.248152899
757	0.2481033472
758	0.2480605441
759	0.2480199032
760	0.2479651743
761	0.2477762246
762	0.2475455693
763	0.2473348967
764	0.2471835568
765	0.2469289677
766	0.246890854
767	0.2468406986
768	0.2467376163
769	0.2466832961
770	0.2465157516
771	0.2464761884
772	0.246209938
773	0.2459989813
774	0.2458156436
775	0.2457000204
776	0.2456603372
777	0.2455671447
778	0.2454596635
779	0.2452464302
780	0.2451299377
781	0.2449197052
782	0.2447562494
783	0.2446093482
784	0.2445538637
785	0.2443993833
786	0.2442167241
787	0.244174733
788	0.2441312444
789	0.2438769324
790	0.2438247118
791	0.2437231298
792	0.2434646721
793	0.2434116778
794	0.2432766337
795	0.2432334255
796	0.2431904476
797	0.2430640046
798	0.2428828438
799	0.242837792
800	0.2427618448
801	0.2425535601
802	0.2423636523
803	0.2421389554
804	0.2420995
805	0.2420591286
806	0.2420208364
807	0.2417674453
808	0.2415827739
809	0.2415432823
810	0.2413319621
811	0.2412927511
812	0.2411000909
813	0.2408996494
814	0.2407012937
815	0.2405355566
816	0.2404965612
817	0.2403023461
818	0.2401144713
819	0.2400652655
820	0.2397045887
821	0.2395439185
822	0.2395027684
823	0.2393729124
824	0.2393333504
825	0.2392926708
826	0.2391686025
827	0.2391282847
828	0.2389261566
829	0.2388766164
830	0.2388246131
831	0.2385517796
832	0.2382251499
833	0.2379312643
834	0.2378806255
835	0.2378404693
836	0.2377315018
837	0.2375425847
838	0.2375061453
839	0.2373430927
840	0.2372202377
841	0.2370641831
842	0.2369318385
843	0.236895583
844	0.2368437906
845	0.2367964792
846	0.2367591395
847	0.2365935298
848	0.2365568926
849	0.2364514469
850	0.2363246633
851	0.2361710483
852	0.2360363046
853	0.2358395807
854	0.2358014861
855	0.2356241218
856	0.2354142784
857	0.2352516358
858	0.2350191664
859	0.2349702964
860	0.2349328686
861	0.2348087008
862	0.2346538466
863	0.2346171637
864	0.2345824196
865	0.2345458714
866	0.2344994418
867	0.2342467856
868	0.2342112669
869	0.2339722087
870	0.2339362942
871	0.2338220691
872	0.2337355163
873	0.2335928996
874	0.2335039328
875	0.2334657471
876	0.2334226477
877	0.2331841632
878	0.2329796333
879	0.232811529
880	0.2326172883
881	0.2324877381
882	0.2324516628
883	0.2323340535
884	0.2322961204
885	0.2322584595
886	0.2320395981
887	0.2320021349
888	0.2318699801
889	0.2317220176
890	0.2316871729
891	0.2316506938
892	0.2314975411
893	0.2314628376
894	0.2312166368
895	0.2311821934
896	0.2311305991
897	0.2310952735
898	0.2310117004
899	0.2308852655
900	0.2306939623
901	0.2304951349
902	0.2303066498
903	0.2302054362
904	0.2300860014
905	0.2298731199
906	0.2298240261
907	0.2297931154
908	0.2296895167
909	0.229653226
910	0.2296184808
911	0.2294398706
912	0.2294039006
913	0.2292861346
914	0.2291106905
915	0.2290670447
916	0.2289317017
917	0.2287495928
918	0.2287042378
919	0.2284694881
920	0.2282136913
921	0.2281778975
922	0.2280567512
923	0.2280211722
924	0.2277759574
925	0.2277221475
926	0.2276231385
927	0.2275776608
928	0.2275446339
929	0.2274033189
930	0.2271660593
931	0.2270189463
932	0.2268875397
933	0.2268555751
934	0.2266279715
935	0.2264949196
936	0.2262769632
937	0.2262305321
938	0.2260878179
939	0.2260174472
940	0.2259725997
941	0.2258215888
942	0.2256047834
943	0.2254779768
944	0.2252985647
945	0.2252564775
946	0.225217512
947	0.2250702147
948	0.225025752
949	0.2249820963
950	0.2249147578
951	0.2248434578
952	0.2248083203
953	0.2247747431
954	0.2246141736
955	0.2244629964
956	0.224388803
957	0.2242429451
958	0.2241995592
959	0.2239955909
960	0.2238907113
961	0.2237613294
962	0.223728045
963	0.2235825591
964	0.2235379908
965	0.2234920561
966	0.2234589486
967	0.2234191245
968	0.2233369447
969	0.2233062305
970	0.2231146628
971	0.2230703989
972	0.2229389153
973	0.2227718338
974	0.2225496432
975	0.2225040955
976	0.2224720499
977	0.2223423739
978	0.2222063131
979	0.2221754854
980	0.2221415043
981	0.2219971545
982	0.2219662377
983	0.2219367793
984	0.2217801603
985	0.2215825001
986	0.2214017354
987	0.2213680901
988	0.2211897905
989	0.2209877932
990	0.2208327275
991	0.2207142661
992	0.2205332598
993	0.2203091653
994	0.2201169671
995	0.2200867076
996	0.2199981823
997	0.2198733762
998	0.2198401019
999	0.219743986
